# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead:
#
#    yarn content add-redirect <fromURL> <toURL>
#
# FROM-URL	TO-URL
/fi/docs/DOM	/fi/docs/Web/API/Document_Object_Model
/fi/docs/DOM/navigator.doNotTrack	/fi/docs/Web/API/Navigator/doNotTrack
/fi/docs/DOM/window.navigator	/fi/docs/Web/API/Window/navigator
/fi/docs/DOM/window.navigator.appCodeName	/fi/docs/Web/API/NavigatorID/appCodeName
/fi/docs/DOM/window.navigator.appName	/fi/docs/Web/API/NavigatorID/appName
/fi/docs/DOM/window.navigator.appVersion	/fi/docs/Web/API/NavigatorID/appVersion
/fi/docs/DOM/window.navigator.battery	/fi/docs/Web/API/Navigator/battery
/fi/docs/DOM/window.navigator.buildID	/fi/docs/Web/API/Navigator/buildID
/fi/docs/DOM/window.navigator.connection	/fi/docs/Web/API/Navigator/connection
/fi/docs/DOM/window.navigator.cookieEnabled	/fi/docs/Web/API/Navigator/cookieEnabled
/fi/docs/DOM/window.navigator.language	/fi/docs/Web/API/NavigatorLanguage/language
/fi/docs/DOM/window.navigator.mimeTypes	/fi/docs/Web/API/NavigatorPlugins/mimeTypes
/fi/docs/DOM/window.navigator.onLine	/fi/docs/Web/API/NavigatorOnLine/onLine
/fi/docs/DOM/window.navigator.oscpu	/fi/docs/Web/API/Navigator/oscpu
/fi/docs/DOM/window.navigator.platform	/fi/docs/Web/API/NavigatorID/platform
/fi/docs/DOM/window.navigator.plugins	/fi/docs/Web/API/NavigatorPlugins/plugins
/fi/docs/DOM/window.navigator.product	/fi/docs/Web/API/NavigatorID/product
/fi/docs/DOM/window.navigator.productSub	/fi/docs/Web/API/Navigator/productSub
/fi/docs/DOM/window.navigator.userAgent	/fi/docs/Web/API/NavigatorID/userAgent
/fi/docs/DOM/window.navigator.vendor	/fi/docs/Web/API/Navigator/vendor
/fi/docs/Etusivu	/fi/docs/Web
/fi/docs/HTML	/fi/docs/conflicting/Web/HTML
/fi/docs/HTML/Canvas	/fi/docs/Web/API/Canvas_API
/fi/docs/Learn/JavaScript/Ensimmaiset_askeleet	/fi/docs/Learn/JavaScript/First_steps
/fi/docs/Mozilla_Developer_Centerin_sisällöt	/fi/docs/orphaned/Mozilla_Developer_Centerin_sisällöt
/fi/docs/Skinin_luominen_Firefoxiin	/fi/docs/orphaned/Skinin_luominen_Firefoxiin
/fi/docs/Skinin_luominen_Firefoxiin/Aloittaminen	/fi/docs/orphaned/Skinin_luominen_Firefoxiin/Aloittaminen
/fi/docs/Skinin_luominen_Firefoxiin:Aloittaminen	/fi/docs/orphaned/Skinin_luominen_Firefoxiin/Aloittaminen
/fi/docs/Teemat	/fi/docs/orphaned/Teemat
/fi/docs/Web/Guide/Events	/fi/docs/orphaned/Web/Guide/Events
/fi/docs/WebGL	/fi/docs/Web/API/WebGL_API
/fi/docs/demos	/fi/docs/orphaned/demos
/fi/docs/demos/detail	/fi/docs/orphaned/demos/detail
/fi/docs/en	/en-US/
/fi/docs/fi	/fi/docs/orphaned/fi
