# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead:
#
#    yarn content add-redirect <fromURL> <toURL>
#
# FROM-URL	TO-URL
/th/docs/Learn/ฝั่งเซิร์ฟเวอร์	/th/docs/Learn/Server-side
/th/docs/Learn/เริ่มต้นใช้งานเว็บ	/th/docs/Learn/Getting_started_with_the_web
/th/docs/MDN/Contribute/Howto/Create_an_MDN_account	/th/docs/orphaned/MDN/Contribute/Howto/Create_an_MDN_account
/th/docs/MDN/Contribute/Howto/Do_a_technical_review	/th/docs/orphaned/MDN/Contribute/Howto/Do_a_technical_review
/th/docs/MDN/Getting_started	/th/docs/MDN/Contribute/Getting_started
/th/docs/MDN_at_ten	/th/docs/MDN/At_ten
/th/docs/Mozilla/Firefox/เปิดผนึก	/th/docs/Mozilla/Firefox/Releases
/th/docs/Mozilla/Firefox/เปิดผนึก/30	/th/docs/Mozilla/Firefox/Releases/30
/th/docs/Mozilla/Firefox/เปิดผนึก/47	/th/docs/Mozilla/Firefox/Releases/47
/th/docs/Tools/Debugger/www.หนังโป้.com	/th/docs/Tools/Debugger/UI_Tour
/th/docs/Tools/WebIDE/การทำงานร่วมกับคอร์โดวาแอพพลิเคชั่นใน_WebIDE	/th/docs/Tools/WebIDE/การทํางานร่วมกับคอร์โดวาแอพพลิเคชั่นใน_WebIDE
/th/docs/Web/Guide/CSS	/th/docs/Learn/CSS
/th/docs/Web/Guide/HTML	/th/docs/Learn/HTML
/th/docs/en	/en-US/
