# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead:
#
#    yarn content add-redirect <fromURL> <toURL>
#
# FROM-URL	TO-URL
/ja/docs/AJAX	/ja/docs/Web/Guide/AJAX
/ja/docs/AJAX/Community	/ja/docs/Web/Guide/AJAX/Community
/ja/docs/AJAX/Getting_Started	/ja/docs/Web/Guide/AJAX/Getting_Started
/ja/docs/AJAX/Other_Resources	/ja/docs/orphaned/Web/Guide/AJAX/Other_Resources
/ja/docs/AJAX:Community	/ja/docs/Web/Guide/AJAX/Community
/ja/docs/AJAX:Getting_Started	/ja/docs/Web/Guide/AJAX/Getting_Started
/ja/docs/AJAX:Other_Resources	/ja/docs/orphaned/Web/Guide/AJAX/Other_Resources
/ja/docs/API	/ja/docs/Web/API
/ja/docs/API/Document	/ja/docs/Web/API/Document
/ja/docs/API/Document/Document	/ja/docs/Web/API/Document/Document
/ja/docs/API/Document/URL	/ja/docs/Web/API/Document/URL
/ja/docs/API/Document/activeElement	/ja/docs/Web/API/Document/activeElement
/ja/docs/API/Document/adoptNode	/ja/docs/Web/API/Document/adoptNode
/ja/docs/API/Document/alinkColor	/ja/docs/Web/API/Document/alinkColor
/ja/docs/API/Document/anchors	/ja/docs/Web/API/Document/anchors
/ja/docs/API/Document/applets	/ja/docs/Web/API/Document/applets
/ja/docs/API/Document/async	/ja/docs/Web/API/XMLDocument/async
/ja/docs/API/Document/bgColor	/ja/docs/Web/API/Document/bgColor
/ja/docs/API/Document/body	/ja/docs/Web/API/Document/body
/ja/docs/API/Document/caretRangeFromPoint	/ja/docs/Web/API/Document/caretRangeFromPoint
/ja/docs/API/Document/characterSet	/ja/docs/Web/API/Document/characterSet
/ja/docs/API/Document/clear	/ja/docs/Web/API/Document/clear
/ja/docs/API/Document/close	/ja/docs/Web/API/Document/close
/ja/docs/API/Document/compatMode	/ja/docs/Web/API/Document/compatMode
/ja/docs/API/Document/contentType	/ja/docs/Web/API/Document/contentType
/ja/docs/API/Document/cookie	/ja/docs/Web/API/Document/cookie
/ja/docs/API/Document/createCDATASection	/ja/docs/Web/API/Document/createCDATASection
/ja/docs/API/Document/createComment	/ja/docs/Web/API/Document/createComment
/ja/docs/API/Document/createDocumentFragment	/ja/docs/Web/API/Document/createDocumentFragment
/ja/docs/API/Document/createElement	/ja/docs/Web/API/Document/createElement
/ja/docs/API/Document/createElementNS	/ja/docs/Web/API/Document/createElementNS
/ja/docs/API/Document/createEntityReference	/ja/docs/Web/API/Document/createEntityReference
/ja/docs/API/Document/createEvent	/ja/docs/Web/API/Document/createEvent
/ja/docs/API/Document/createExpression	/ja/docs/Web/API/Document/createExpression
/ja/docs/API/Document/createNSResolver	/ja/docs/Web/API/Document/createNSResolver
/ja/docs/API/Document/createProcessingInstruction	/ja/docs/Web/API/Document/createProcessingInstruction
/ja/docs/API/Document/createRange	/ja/docs/Web/API/Document/createRange
/ja/docs/API/Document/createTextNode	/ja/docs/Web/API/Document/createTextNode
/ja/docs/API/Document/currentScript	/ja/docs/Web/API/Document/currentScript
/ja/docs/API/Document/defaultView	/ja/docs/Web/API/Document/defaultView
/ja/docs/API/Document/designMode	/ja/docs/Web/API/Document/designMode
/ja/docs/API/Document/dir	/ja/docs/Web/API/Document/dir
/ja/docs/API/Document/doctype	/ja/docs/Web/API/Document/doctype
/ja/docs/API/Document/documentElement	/ja/docs/Web/API/Document/documentElement
/ja/docs/API/Document/documentURI	/ja/docs/Web/API/Document/documentURI
/ja/docs/API/Document/documentURIObject	/ja/docs/Web/API/Document/documentURIObject
/ja/docs/API/Document/domConfig	/ja/docs/Web/API/Document
/ja/docs/API/Document/elementFromPoint	/ja/docs/Web/API/Document/elementFromPoint
/ja/docs/API/Document/embeds	/ja/docs/Web/API/Document/embeds
/ja/docs/API/Document/enableStyleSheetsForSet	/ja/docs/Web/API/Document/enableStyleSheetsForSet
/ja/docs/API/Document/evaluate	/ja/docs/Web/API/Document/evaluate
/ja/docs/API/Document/execCommand	/ja/docs/Web/API/Document/execCommand
/ja/docs/API/Document/exitFullscreen	/ja/docs/Web/API/Document/exitFullscreen
/ja/docs/API/Document/exitPointerLock	/ja/docs/Web/API/Document/exitPointerLock
/ja/docs/API/Document/fgColor	/ja/docs/Web/API/Document/fgColor
/ja/docs/API/Document/forms	/ja/docs/Web/API/Document/forms
/ja/docs/API/Document/fullscreen	/ja/docs/Web/API/Document/fullscreen
/ja/docs/API/Document/fullscreenElement	/ja/docs/Web/API/Document/fullscreenElement
/ja/docs/API/Document/fullscreenEnabled	/ja/docs/Web/API/Document/fullscreenEnabled
/ja/docs/API/Document/getBoxObjectFor	/ja/docs/Web/API/Document/getBoxObjectFor
/ja/docs/API/Document/getElementById	/ja/docs/Web/API/Document/getElementById
/ja/docs/API/Document/getElementsByClassName	/ja/docs/Web/API/Document/getElementsByClassName
/ja/docs/API/Document/getElementsByName	/ja/docs/Web/API/Document/getElementsByName
/ja/docs/API/Document/getElementsByTagName	/ja/docs/Web/API/Document/getElementsByTagName
/ja/docs/API/Document/hasFocus	/ja/docs/Web/API/Document/hasFocus
/ja/docs/API/Document/head	/ja/docs/Web/API/Document/head
/ja/docs/API/Document/height	/ja/docs/Web/API/document/height
/ja/docs/API/Document/hidden	/ja/docs/Web/API/Document/hidden
/ja/docs/API/Document/images	/ja/docs/Web/API/Document/images
/ja/docs/API/Document/implementation	/ja/docs/Web/API/Document/implementation
/ja/docs/API/Document/importNode	/ja/docs/Web/API/Document/importNode
/ja/docs/API/Document/inputEncoding	/ja/docs/Web/API/Document/characterSet
/ja/docs/API/Document/lastModified	/ja/docs/Web/API/Document/lastModified
/ja/docs/API/Document/linkColor	/ja/docs/Web/API/Document/linkColor
/ja/docs/API/Document/links	/ja/docs/Web/API/Document/links
/ja/docs/API/Document/location	/ja/docs/Web/API/Document/location
