# FROM-URL	TO-URL
/fa/docs/HTML	/fa/docs/Web/HTML
/fa/docs/HTML/Attributes	/fa/docs/Web/HTML/Attributes
/fa/docs/HTML/Canvas/Drawing_Graphics_with_Canvas	/fa/docs/Web/API/Canvas_API/Tutorial
/fa/docs/HTML/Canvas/رسم_گرافیک_با_Canvas	/fa/docs/Web/API/Canvas_API/Tutorial
/fa/docs/HTML/Element	/fa/docs/Web/HTML/Element
/fa/docs/HTML/Element/Heading_Elements	/fa/docs/Web/HTML/Element/Heading_Elements
/fa/docs/HTML/Element/Input	/fa/docs/Web/HTML/Element/Input
/fa/docs/HTML/HTML5	/fa/docs/Web/Guide/HTML/HTML5
/fa/docs/HTML/Introduction	/fa/docs/Learn/HTML/Introduction_to_HTML
/fa/docs/HTML/Tips_for_authoring_fast-loading_HTML_pages	/fa/docs/Learn/HTML/Howto/Author_fast-loading_HTML_pages
/fa/docs/HTML/Tips_for_authoring_fast-loading_HTML_pages-redirect-1	/fa/docs/Learn/HTML/Howto/Author_fast-loading_HTML_pages
/fa/docs/HTML/صفت‌ها	/fa/docs/Web/HTML/Attributes
/fa/docs/HTML/عنصر	/fa/docs/Web/HTML/Element
/fa/docs/HTML/مقدمه	/fa/docs/Learn/HTML/Introduction_to_HTML
/fa/docs/Learn/CSS/Introduction_to_CSS	/en-US/docs/Learn/CSS/First_steps
/fa/docs/Learn/CSS/Introduction_to_CSS/سی‌اس‌اس_چطور_کار_میکند	/en-US/docs/Learn/CSS/First_steps/How_CSS_works
/fa/docs/Learn/Getting_started_with_the_web/مقدمات_جاوااسکریپت	/fa/docs/Learn/Getting_started_with_the_web/JavaScript_basics
/fa/docs/Learn/Getting_started_with_the_web/منتشر_کردن_وبسایت_شما	/fa/docs/Learn/Getting_started_with_the_web/Publishing_your_website
/fa/docs/Learn/Getting_started_with_the_web/نصب_نرم_افزارهای_پایه	/fa/docs/Learn/Getting_started_with_the_web/Installing_basic_software
/fa/docs/Learn/Getting_started_with_the_web/وب_سایت_شما_چه_شکلی_است؟	/fa/docs/Learn/Getting_started_with_the_web/What_will_your_website_look_like
/fa/docs/Learn/JavaScript/Objects/مقدمات	/fa/docs/Learn/JavaScript/Objects/Basics
/fa/docs/Learn/Server-side/قدم_اول	/fa/docs/Learn/Server-side/First_steps
/fa/docs/MDN/Community	/fa/docs/orphaned/MDN/Community
/fa/docs/MDN/Contribute/Howto/Be_a_beta_tester	/fa/docs/orphaned/MDN/Contribute/Howto/Be_a_beta_tester
/fa/docs/MDN/Contribute/Howto/ساختنـحسابـکاربری	/fa/docs/orphaned/MDN/Contribute/Howto/Create_an_MDN_account
/fa/docs/MDN/Getting_started	/fa/docs/MDN/Contribute/Getting_started
/fa/docs/MDN_at_ten	/fa/docs/MDN/At_ten
/fa/docs/Main_page	/en-US/
/fa/docs/Mozilla/فایرفاکس	/fa/docs/Mozilla/Firefox
/fa/docs/Server-sent_events	/fa/docs/Web/API/Server-sent_events
/fa/docs/Web/API/Node/innerText	/fa/docs/Web/API/HTMLElement/innerText
/fa/docs/Web/CSS/Adjacent_sibling_selectors	/fa/docs/Web/CSS/Adjacent_sibling_combinator
/fa/docs/Web/CSS/Media_Queries/ابزار-تست-رسانه-پاسخگو	/fa/docs/Web/CSS/Media_Queries/Using_media_queries
/fa/docs/Web/CSS/transform-function/چرخش	/fa/docs/Web/CSS/transform-function/rotate()
/fa/docs/Web/CSS/انتخابگرـنوع	/fa/docs/Web/CSS/Type_selectors
/fa/docs/Web/CSS/انتخابگرـویژگی	/fa/docs/Web/CSS/Attribute_selectors
/fa/docs/Web/CSS/بالا	/fa/docs/Web/CSS/top
/fa/docs/Web/CSS/بزرگنمایی	/fa/docs/Web/CSS/zoom
/fa/docs/Web/CSS/موقعیت	/fa/docs/Web/CSS/position
/fa/docs/Web/Guide/HTML	/fa/docs/Learn/HTML
/fa/docs/Web/HTML/Tips_for_authoring_fast-loading_HTML_pages	/fa/docs/Learn/HTML/Howto/Author_fast-loading_HTML_pages
/fa/docs/Web/HTML/افزودن_رنگ	/fa/docs/Web/HTML/Applying_color
/fa/docs/Web/JavaScript/Getting_Started	/fa/docs/Learn/Getting_started_with_the_web/JavaScript_basics
/fa/docs/Web/JavaScript/راهنما	/fa/docs/Web/JavaScript/Guide
/fa/docs/Web/JavaScript/راهنما/Control_flow_and_error_handling	/fa/docs/Web/JavaScript/Guide/Control_flow_and_error_handling
/fa/docs/Web/JavaScript/راهنما/Details_of_the_Object_Model	/fa/docs/Web/JavaScript/Guide/Details_of_the_Object_Model
/fa/docs/Web/JavaScript/راهنما/Functions	/fa/docs/Web/JavaScript/Guide/Functions
/fa/docs/Web/JavaScript/راهنما/Grammar_and_types	/fa/docs/Web/JavaScript/Guide/Grammar_and_types
/fa/docs/Web/JavaScript/راهنما/مقدمه	/fa/docs/Web/JavaScript/Guide/Introduction
/fa/docs/Web/جاوااسکریپت	/fa/docs/orphaned/Web/جاوااسکریپت
/fa/docs/Web/معادله	/fa/docs/Web/MathML
/fa/docs/Web_Development	/fa/docs/conflicting/Web/Guide
/fa/docs/Web_development/Historical_artifacts_to_avoid	/fa/docs/conflicting/Learn/HTML/Introduction_to_HTML
/fa/docs/en	/en-US/
/fa/docs/توسعه_وب	/fa/docs/orphaned/توسعه_وب
