# DO NOT EDIT THIS FILE MANUALLY.
# Use the CLI instead:
#
#    yarn content add-redirect <fromURL> <toURL>
#
# FROM-URL	TO-URL
/pt-BR/docs/AJAX	/pt-BR/docs/Web/Guide/AJAX
/pt-BR/docs/AJAX/Getting_Started	/pt-BR/docs/Web/Guide/AJAX/Getting_Started
/pt-BR/docs/API_Web_Audio	/pt-BR/docs/Web/API/Web_Audio_API
/pt-BR/docs/Aprender	/pt-BR/docs/Learn
/pt-BR/docs/Aprender/CSS	/pt-BR/docs/Learn/CSS
/pt-BR/docs/Aprender/CSS/Construindo_blocos	/pt-BR/docs/Learn/CSS/Building_blocks
/pt-BR/docs/Aprender/CSS/Construindo_blocos/Cascade_and_inheritance	/pt-BR/docs/Learn/CSS/Building_blocks/Cascade_and_inheritance
/pt-BR/docs/Aprender/CSS/Construindo_blocos/The_box_model	/pt-BR/docs/Learn/CSS/Building_blocks/The_box_model
/pt-BR/docs/Aprender/CSS/Estilizando_texto	/pt-BR/docs/Learn/CSS/Styling_text
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS	/en-US/docs/Learn/CSS/First_steps
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS/Cascade_and_inheritance	/en-US/docs/Learn/CSS/Building_blocks/Cascade_and_inheritance
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS/Combinators_and_multiple_selectors	/en-US/docs/Learn/CSS/Building_blocks/Selectors/Combinators
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS/Seletores	/en-US/docs/Learn/CSS/Building_blocks/Selectors
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS/Valores_e_unidades	/en-US/docs/Learn/CSS/Building_blocks/Values_and_units
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS/como_CSS_funciona	/en-US/docs/Learn/CSS/First_steps/How_CSS_works
/pt-BR/docs/Aprender/CSS/Introduction_to_CSS/sintaxe	/en-US/docs/Learn/CSS/First_steps/How_CSS_is_structured
/pt-BR/docs/Aprender/CSS/Styling_boxes	/en-US/docs/Learn/CSS/Building_blocks
/pt-BR/docs/Aprender/Design_e_acessibilidade	/pt-BR/docs/Learn/Common_questions
/pt-BR/docs/Aprender/Ferramentas_e_teste	/pt-BR/docs/Learn/Tools_and_testing
/pt-BR/docs/Aprender/Front-end_web_developer	/pt-BR/docs/Learn/Front-end_web_developer
/pt-BR/docs/Aprender/Getting_started_with_the_web	/pt-BR/docs/Learn/Getting_started_with_the_web
/pt-BR/docs/Aprender/Getting_started_with_the_web/A_web_e_seus_padrões	/pt-BR/docs/Learn/Getting_started_with_the_web/The_web_and_web_standards
/pt-BR/docs/Aprender/Getting_started_with_the_web/CSS_basico	/pt-BR/docs/Learn/Getting_started_with_the_web/CSS_basics
/pt-BR/docs/Aprender/Getting_started_with_the_web/Como_a_Web_funciona	/pt-BR/docs/Learn/Getting_started_with_the_web/How_the_Web_works
/pt-BR/docs/Aprender/Getting_started_with_the_web/HTML_basico	/pt-BR/docs/Learn/Getting_started_with_the_web/HTML_basics
/pt-BR/docs/Aprender/Getting_started_with_the_web/JavaScript_basico	/pt-BR/docs/Learn/Getting_started_with_the_web/JavaScript_basics
/pt-BR/docs/Aprender/Getting_started_with_the_web/Publicando_seu_site	/pt-BR/docs/Learn/Getting_started_with_the_web/Publishing_your_website
/pt-BR/docs/Aprender/Getting_started_with_the_web/com_que_seu_site_vai_parecer	/pt-BR/docs/Learn/Getting_started_with_the_web/What_will_your_website_look_like
/pt-BR/docs/Aprender/Getting_started_with_the_web/instalando_programas_basicos	/pt-BR/docs/Learn/Getting_started_with_the_web/Installing_basic_software
/pt-BR/docs/Aprender/Getting_started_with_the_web/lidando_com_arquivos	/pt-BR/docs/Learn/Getting_started_with_the_web/Dealing_with_files
/pt-BR/docs/Aprender/HTML	/pt-BR/docs/Learn/HTML
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML	/pt-BR/docs/Learn/HTML/Introduction_to_HTML
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Criando_hyperlinks	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/Creating_hyperlinks
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Debugging_HTML	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/Debugging_HTML
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Estrutura_de_documento_e_sites	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/Document_and_website_structure
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Formatacao_avancada_texto	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/Advanced_text_formatting
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Fundamentos_textuais_HTML	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/HTML_text_fundamentals
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Getting_started	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/Getting_started
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/Test_your_skills:_HTML_text_basics	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/Test_your_skills:_HTML_text_basics
/pt-BR/docs/Aprender/HTML/Introducao_ao_HTML/The_head_metadata_in_HTML	/pt-BR/docs/Learn/HTML/Introduction_to_HTML/The_head_metadata_in_HTML
/pt-BR/docs/Aprender/HTML/Multimedia_and_embedding	/pt-BR/docs/Learn/HTML/Multimedia_and_embedding
/pt-BR/docs/Aprender/HTML/Multimedia_and_embedding/Adding_vector_graphics_to_the_Web	/pt-BR/docs/Learn/HTML/Multimedia_and_embedding/Adding_vector_graphics_to_the_Web
/pt-BR/docs/Aprender/HTML/Multimedia_and_embedding/Images_in_HTML	/pt-BR/docs/Learn/HTML/Multimedia_and_embedding/Images_in_HTML
